Online_Grocery_Site,Product_Category,Product_Name,Weight,Unit,DayOfDeal,Date,Original_Price,Discounted_Price,Discount %
naturesbasket.co.in,Breakfast Jams Honey Spreads,Saucery Aglio Olio Sauce 200G,1,Pc/Box,Saturday,25 Nov 2023,290.0,290.0,0.0
naturesbasket.co.in,Breakfast Jams Honey Spreads,Heinz Organic Tomato Ketchup Top Down 580Ml Bottle,1,Pc/Box,Saturday,25 Nov 2023,1195.0,1195.0,0.0
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Farms Peri Peri Hummus Dip Spread 150G,1,Pc/Box,Saturday,25 Nov 2023,200.0,200.0,0.0
naturesbasket.co.in,Breakfast Jams Honey Spreads,Ritebite Max Prot Ult Choberry 100G,1,Pc/Box,Saturday,25 Nov 2023,175.0,175.0,0.0
naturesbasket.co.in,Breakfast Jams Honey Spreads,Bobs Red Mill Extra Thick Rolled Oats 907G Pouch,1,Pc/Box,Saturday,25 Nov 2023,830.0,830.0,0.0
naturesbasket.co.in,Breakfast Jams Honey Spreads,Ritebite Max Protein Daily (10G Protein) Prawns Bars 100G Packet,1,Pc/Box,Saturday,25 Nov 2023,175.0,175.0,0.0
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Peri Garlic Dip 150G,1,Pc/Box,Saturday,25 Nov 2023,200.0,200.0,0.0
naturesbasket.co.in,Breakfast Jams Honey Spreads,The Butternut Co. Flaxseed Almond Butter 200G Jar,1,Pc/Box,Saturday,25 Nov 2023,450.0,450.0,0.0
naturesbasket.co.in,Breakfast Jams Honey Spreads,Utmt Organic Certified Honey 500G,1,Pc/Box,Saturday,25 Nov 2023,660.0,660.0,0.0
naturesbasket.co.in,Grocery,Parsi Dairy Cows Ghee 1 L,1,Pc/Box,Saturday,25 Nov 2023,1245.0,1245.0,0.0
naturesbasket.co.in,Grocery,Parsi Dairy Cows Ghee 1 L,1,Pc/Box,Saturday,25 Nov 2023,1245.0,1245.0,0.0
naturesbasket.co.in,Grocery,Natures American Almonds 1Kg,1,Pc/Box,Saturday,25 Nov 2023,1299.0,1299.0,0.0
naturesbasket.co.in,Grocery,Healthy Alternatives Organic Walnut Kernel 500G Pouch,1,Pc/Box,Saturday,25 Nov 2023,1399.0,1399.0,0.0
naturesbasket.co.in,Grocery,Dry Fruits Gift 400G Box,1,Pc/Box,Saturday,25 Nov 2023,375.0,375.0,0.0
naturesbasket.co.in,Grocery,Ha Bn Chilean Walnuts,250,gm,Saturday,25 Nov 2023,625.0,625.0,0.0
naturesbasket.co.in,Grocery,Colavita Extra Virgin Olive Oil 1L Bottle,1,Pc/Box,Saturday,25 Nov 2023,2495.0,2495.0,0.0
naturesbasket.co.in,Grocery,Ha Bn Mamra Almonds,250,gm,Saturday,25 Nov 2023,1200.0,1200.0,0.0
naturesbasket.co.in,Grocery,Medjoul Super Jumbo Dates,1,Kg,Saturday,25 Nov 2023,3440.0,3440.0,0.0
naturesbasket.co.in,Grocery,Healthy Alternatives Walnut Kernel 250G Pouch,1,Pc/Box,Saturday,25 Nov 2023,768.0,768.0,0.0
naturesbasket.co.in,Grocery,Natures Figs 250G Pouch,1,Pc/Box,Saturday,25 Nov 2023,1119.0,1119.0,0.0
naturesbasket.co.in,Grocery,Borges Extra Virgin Olive Oil 2L Pet,1,Pc/Box,Saturday,25 Nov 2023,2700.0,2700.0,0.0
naturesbasket.co.in,Grocery,Concious Food Desi Cow Ghee 500Ml Jar,1,Pc/Box,Saturday,25 Nov 2023,1090.0,1090.0,0.0
naturesbasket.co.in,Grocery,Colavita Extra Virg Olive Oil Pet 500Ml,1,Pc/Box,Saturday,25 Nov 2023,1495.0,1495.0,0.0
naturesbasket.co.in,Grocery,Ha Bn Anjeer Aaa,250,gm,Saturday,25 Nov 2023,900.0,900.0,0.0
naturesbasket.co.in,Grocery,Helthy Alternative Dates Medjoul 300G Box,1,Pc/Box,Saturday,25 Nov 2023,649.0,649.0,0.0
naturesbasket.co.in,Grocery,Healthy Alternatives Saudi Dates 500G Box,1,Pc/Box,Saturday,25 Nov 2023,699.0,699.0,0.0
naturesbasket.co.in,Grocery,Natures Cashew Whole 240 500G,1,Pc/Box,Saturday,25 Nov 2023,999.0,999.0,0.0
naturesbasket.co.in,Grocery,Ha Bn Khajoor Medjul,250,gm,Saturday,25 Nov 2023,624.75,624.75,0.0
naturesbasket.co.in,Grocery,Black And Green Avocado Oil 500Ml Bottle,1,Pc/Box,Saturday,25 Nov 2023,1599.0,1599.0,0.0
naturesbasket.co.in,Grocery,Ajwa Dates,1,Kg,Saturday,25 Nov 2023,2560.0,2560.0,0.0
naturesbasket.co.in,Grocery,Sanjeevani Traditional  Ghee 600Ml Jar,1,Pc/Box,Saturday,25 Nov 2023,1035.0,1035.0,0.0
naturesbasket.co.in,Grocery,Natures Pistachio Irani 500G,1,Pc/Box,Saturday,25 Nov 2023,1219.0,1219.0,0.0
naturesbasket.co.in,Grocery,Anveshan Pure Ghee 500Ml Bottle,1,Pc/Box,Saturday,25 Nov 2023,1800.0,1800.0,0.0
naturesbasket.co.in,Grocery,Bertolli Extra Light Olive Oil Jar 2Ltr,1,Pc/Box,Saturday,25 Nov 2023,4299.0,4299.0,0.0
naturesbasket.co.in,Gourmet Platters,Nb Classy Cheese Platter,1,Pc/Box,Saturday,25 Nov 2023,1500.0,1500.0,0.0
naturesbasket.co.in,Gourmet Platters,Cheese And Me,1,Pc/Box,Saturday,25 Nov 2023,399.0,399.0,0.0
naturesbasket.co.in,Gourmet Platters,Nb Premium Cheese Platter,1,Pc/Box,Saturday,25 Nov 2023,4000.0,4000.0,0.0
naturesbasket.co.in,Gourmet Platters,Meat Platter Turkey - 699,1,Pc/Box,Saturday,25 Nov 2023,699.0,699.0,0.0
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken & Turkey - 999,1,Pc/Box,Saturday,25 Nov 2023,999.0,999.0,0.0
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken Turkey Pork - 899,1,Pc/Box,Saturday,25 Nov 2023,899.0,899.0,0.0
naturesbasket.co.in,Gourmet Platters,Get Fetagoudapepper Jackbrie In One Box,1,Pc/Box,Saturday,25 Nov 2023,799.0,799.0,0.0
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken & Pork - 799,1,Pc/Box,Saturday,25 Nov 2023,799.0,799.0,0.0
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken - 399,1,Pc/Box,Saturday,25 Nov 2023,399.0,399.0,0.0
naturesbasket.co.in,Gourmet Platters,Mini Party Platter,1,Pc/Box,Saturday,25 Nov 2023,699.0,699.0,0.0
naturesbasket.co.in,Gourmet Platters,Meat Platter Pork - 699,1,Pc/Box,Saturday,25 Nov 2023,699.0,699.0,0.0
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken & Turkey Pork - 1199,1,Pc/Box,Saturday,25 Nov 2023,1199.0,1199.0,0.0
naturesbasket.co.in,Beverages,Perrier Carbonated Water 330Ml Bottle,1,Pc/Box,Saturday,25 Nov 2023,165.0,165.0,0.0
naturesbasket.co.in,Beverages,Raw Pressery Orange Juice1l Tetra Pack,1,Pc/Box,Saturday,25 Nov 2023,350.0,350.0,0.0
naturesbasket.co.in,Beverages,Davidoff Rich Aroma Instant Coffee 100G Bottle,1,Pc/Box,Saturday,25 Nov 2023,650.0,650.0,0.0
naturesbasket.co.in,Beverages,Davidoff Espresso 57 Intense Instant Coffee 100G Bottle,1,Pc/Box,Saturday,25 Nov 2023,650.0,650.0,0.0
naturesbasket.co.in,Beverages,Raw Pressery Orange Juice 250Ml Bottle,1,Pc/Box,Saturday,25 Nov 2023,120.0,120.0,0.0
naturesbasket.co.in,Beverages,PRIME TROPICALPUNCH HYDRATION DRINK500ML,1,Pc/Box,Saturday,25 Nov 2023,1050.0,1050.0,0.0
naturesbasket.co.in,Beverages,Tea Culture Skin Glow,1,Kg,Saturday,25 Nov 2023,19900.0,19900.0,0.0
naturesbasket.co.in,Beverages,Perrier Carbonated Water 750Ml Bottle,1,Pc/Box,Saturday,25 Nov 2023,275.0,275.0,0.0
naturesbasket.co.in,Beverages,PRIME BLUE RASPBERRY HYDRATION DRINK 500,1,Pc/Box,Saturday,25 Nov 2023,1050.0,1050.0,0.0
naturesbasket.co.in,Beverages,Tea Culture Throat Rescue Loose Tea,1,Kg,Saturday,25 Nov 2023,15900.0,15900.0,0.0
naturesbasket.co.in,Beverages,PRIME ICE POP SUCETTE GLACEE HYDRATION D,1,Pc/Box,Saturday,25 Nov 2023,1050.0,1050.0,0.0
naturesbasket.co.in,Beverages,Davidoff Fine Aroma Instant Coffee 100G Bottle,1,Pc/Box,Saturday,25 Nov 2023,650.0,650.0,0.0
naturesbasket.co.in,Beverages,Raw Pressery Coconut Water 200 Ml,1,Pc/Box,Saturday,25 Nov 2023,60.0,60.0,0.0
naturesbasket.co.in,Beverages,Evian Natural Mineral Water 500Ml,1,Pc/Box,Saturday,25 Nov 2023,150.0,150.0,0.0
naturesbasket.co.in,Beverages,Evian Natural Mineral Water 500Ml,1,Pc/Box,Saturday,25 Nov 2023,150.0,150.0,0.0
naturesbasket.co.in,Beverages,Raw Pressery Pomegranate Juice1l Tetra Pack,1,Pc/Box,Saturday,25 Nov 2023,450.0,450.0,0.0
naturesbasket.co.in,Beverages,Only Earth Oats Milk Unsweetened 1L Tetrapack,1,Pc/Box,Saturday,25 Nov 2023,295.0,295.0,0.0
naturesbasket.co.in,Beverages,Tea Culture Masala Chai Ctc Loose Tea,1,Kg,Saturday,25 Nov 2023,3500.0,3500.0,0.0
naturesbasket.co.in,Beverages,PRIME LEMON LIME HYDRATION DRINK 50,1,Pc/Box,Saturday,25 Nov 2023,1050.0,1050.0,0.0
naturesbasket.co.in,Beverages,Raw Pressery Mango Juice 1L Bottle,1,Pc/Box,Saturday,25 Nov 2023,250.0,250.0,0.0
naturesbasket.co.in,Beverages,Tea Culture Masala Chai Loose Tea,1,Kg,Saturday,25 Nov 2023,13900.0,13900.0,0.0
naturesbasket.co.in,Beverages,Raw Pressery Coconut Water 200Ml Bottle Pack Of 6,1,Pc/Box,Saturday,25 Nov 2023,360.0,360.0,0.0
naturesbasket.co.in,Beverages,Raw Pressery Cold Extracted Great Fruit Juice 1L Bottle,1,Pc/Box,Saturday,25 Nov 2023,500.0,500.0,0.0
naturesbasket.co.in,Beverages,Tea Culture Detox Loose Tea,1,Kg,Saturday,25 Nov 2023,15100.0,15100.0,0.0
naturesbasket.co.in,Beverages,Tea Culture Jasmine Pearls Loose Tea,1,Kg,Saturday,25 Nov 2023,29300.0,29300.0,0.0
naturesbasket.co.in,Beverages,Cohoma Original Roasted Coffee 250G Can,1,Pc/Box,Saturday,25 Nov 2023,685.0,685.0,0.0
naturesbasket.co.in,Beverages,Tea Culture Weight Loss,1,Kg,Saturday,25 Nov 2023,29500.0,29500.0,0.0
naturesbasket.co.in,Beverages,Raw Pressery Sugarcane Juice 1L Tetra Pack,1,Pc/Box,Saturday,25 Nov 2023,250.0,250.0,0.0
naturesbasket.co.in,Beverages,Tea Culture Stressbuster Loose Tea,1,Kg,Saturday,25 Nov 2023,17000.0,17000.0,0.0
naturesbasket.co.in,Beverages,Tea Culture Sweet Sleep Loose Tea,1,Kg,Saturday,25 Nov 2023,19800.0,19800.0,0.0
naturesbasket.co.in,Snacking,Gadre Edamame 500G Pouch,1,Pc/Box,Saturday,25 Nov 2023,500.0,500.0,0.0
naturesbasket.co.in,Snacking,Cheetos Flamingo Hot Chips 227G Pouch,1,Pc/Box,Saturday,25 Nov 2023,750.0,750.0,0.0
naturesbasket.co.in,Snacking,Sapphire Creamy Crackers 350G,1,Pc/Box,Saturday,25 Nov 2023,200.0,200.0,0.0
naturesbasket.co.in,Snacking,Tong Garden Party Snacks 180G,1,Pc/Box,Saturday,25 Nov 2023,150.0,150.0,0.0
naturesbasket.co.in,Snacking,Cheetos Corn Puffs Crunchy Chips 227G,1,Pc/Box,Saturday,25 Nov 2023,825.0,825.0,0.0
naturesbasket.co.in,Snacking,Zorabian Chicken Seekh Kebab 250G,1,Pc/Box,Saturday,25 Nov 2023,190.0,190.0,0.0
naturesbasket.co.in,Snacking,The Bakers Dozen Handmade Coconut Oats Cookies 150G Box,1,Pc/Box,Saturday,25 Nov 2023,175.0,175.0,0.0
naturesbasket.co.in,Snacking,Lexclusif Roasted Potato Chips Salted 75G Tin,1,Pc/Box,Saturday,25 Nov 2023,129.0,129.0,0.0
naturesbasket.co.in,Snacking,Zorabian Chicken Sausages 250G Pouch,1,Pc/Box,Saturday,25 Nov 2023,170.0,170.0,0.0
naturesbasket.co.in,Snacking,Lotus Biscoff Caramelised Biscuit 250G,1,Pc/Box,Saturday,25 Nov 2023,299.0,299.0,0.0
naturesbasket.co.in,Snacking,Cheetos Cheese Snacks Cheddar Jalapeno 226.8G Pouch,1,Pc/Box,Saturday,25 Nov 2023,825.0,825.0,0.0
naturesbasket.co.in,Snacking,Very Berry Fruits Frozen Raspberry 150G Pouch,1,Pc/Box,Saturday,25 Nov 2023,350.0,350.0,0.0
naturesbasket.co.in,Snacking,Home Delite Roasted Yellow Banana Chips 220G,1,Pc/Box,Saturday,25 Nov 2023,260.0,260.0,0.0
naturesbasket.co.in,Snacking,Tong Garden Salted Peanuts 400G Pkt,1,Pc/Box,Saturday,25 Nov 2023,350.0,350.0,0.0
naturesbasket.co.in,Snacking,Tong Garden Salted Peanuts 400G Pkt,1,Pc/Box,Saturday,25 Nov 2023,350.0,350.0,0.0
naturesbasket.co.in,Snacking,Tong Garden Salted Pistachios Snack 400G,1,Pc/Box,Saturday,25 Nov 2023,1150.0,1150.0,0.0
naturesbasket.co.in,Snacking,Pringles Original 149G,1,Pc/Box,Saturday,25 Nov 2023,325.0,325.0,0.0
naturesbasket.co.in,Snacking,The Bakers Dozen Dark Chocolate Cookies 200G Box,1,Pc/Box,Saturday,25 Nov 2023,199.0,199.0,0.0
naturesbasket.co.in,Snacking,Home Delite Diet Assorted Chips 220G,1,Pc/Box,Saturday,25 Nov 2023,270.0,270.0,0.0
naturesbasket.co.in,Snacking,Home Delite Ragi Chakli 220G,1,Pc/Box,Saturday,25 Nov 2023,220.0,220.0,0.0
naturesbasket.co.in,Snacking,Loacker Quadratini Cream Kakao Wafer Biscuits 125G,1,Pc/Box,Saturday,25 Nov 2023,249.0,249.0,0.0
naturesbasket.co.in,Snacking,Pringles Sour Cream & Onion 165 G,1,Pc/Box,Saturday,25 Nov 2023,325.0,325.0,0.0
naturesbasket.co.in,Health & Wellness,Sprinng Plain Bread Gluten Free 200G Pack,1,Pc/Box,Saturday,25 Nov 2023,230.0,230.0,0.0
naturesbasket.co.in,Health & Wellness,Healthy Alternatives Organic Walnut Kernel 500G Pouch,1,Pc/Box,Saturday,25 Nov 2023,1399.0,1399.0,0.0
naturesbasket.co.in,Health & Wellness,Amul Lactose Free Drink 250Ml Tetra Pack,1,Pc/Box,Saturday,25 Nov 2023,25.0,25.0,0.0
naturesbasket.co.in,Health & Wellness,Organic Tomato 500G,1,Pc/Box,Saturday,25 Nov 2023,99.0,99.0,0.0
naturesbasket.co.in,Health & Wellness,Organic Ginger 250G,1,Pc/Box,Saturday,25 Nov 2023,189.0,189.0,0.0
naturesbasket.co.in,Health & Wellness,Minus 30 Ice Cream - Espresso Vegan N Sugar Free Tub 500 Ml,1,Pc/Box,Saturday,25 Nov 2023,1000.0,1000.0,0.0
naturesbasket.co.in,Health & Wellness,Raw Pressery Cacao Almond Milk 1L Tetra Pack,1,Pc/Box,Saturday,25 Nov 2023,325.0,325.0,0.0
naturesbasket.co.in,Health & Wellness,Raw Pressery Cacao Almond Milk 1L Tetra Pack,1,Pc/Box,Saturday,25 Nov 2023,325.0,325.0,0.0
naturesbasket.co.in,Health & Wellness,Wellbeing Nutrition Melts Restful Sleep Box (Pack Of 30 Oral Strips),1,Pc/Box,Saturday,25 Nov 2023,649.0,649.0,0.0
naturesbasket.co.in,Health & Wellness,Minus 30 Ice Cream - Dark Choc Vegan N Sugar Free Tub 500 Ml,1,Pc/Box,Saturday,25 Nov 2023,1000.0,1000.0,0.0
naturesbasket.co.in,Health & Wellness,So Good Unsweetened Almond Milk 200Ml Tetra Pack,1,Pc/Box,Saturday,25 Nov 2023,75.0,75.0,0.0
naturesbasket.co.in,Health & Wellness,Organic Onion 500G,1,Pc/Box,Saturday,25 Nov 2023,79.0,79.0,0.0
naturesbasket.co.in,Health & Wellness,Heinz Organic Tomato Ketchup Top Down 580Ml Bottle,1,Pc/Box,Saturday,25 Nov 2023,1195.0,1195.0,0.0
naturesbasket.co.in,Health & Wellness,The Protein Bread Multi Protein Vegan 250G,1,Pc/Box,Saturday,25 Nov 2023,105.0,105.0,0.0
naturesbasket.co.in,Health & Wellness,Dr. Schar Gluten Free Crackers 210G,1,Pc/Box,Saturday,25 Nov 2023,585.0,585.0,0.0
naturesbasket.co.in,Health & Wellness,Organic French Beans 250G,1,Pc/Box,Saturday,25 Nov 2023,69.0,69.0,0.0
naturesbasket.co.in,Health & Wellness,Organic Carrot 250G,1,Pc/Box,Saturday,25 Nov 2023,59.0,59.0,0.0
naturesbasket.co.in,Health & Wellness,Organic Potato 500G,1,Pc/Box,Saturday,25 Nov 2023,65.0,65.0,0.0
naturesbasket.co.in,Health & Wellness,Minus 30 Ice Cream - Coconut Vegan N Sugar Free Tub 500 Ml,1,Pc/Box,Saturday,25 Nov 2023,1000.0,1000.0,0.0
naturesbasket.co.in,Health & Wellness,Organic Okra/Lady Finger 250G,1,Pc/Box,Saturday,25 Nov 2023,65.0,65.0,0.0
naturesbasket.co.in,Health & Wellness,Mooz Vegetable Tofu Organic Soya Paneer 200G Pack,1,Pc/Box,Saturday,25 Nov 2023,110.0,110.0,0.0
naturesbasket.co.in,Health & Wellness,Chicnutrix Glow Tube Bottle,1,Pc/Box,Saturday,25 Nov 2023,1980.0,1980.0,0.0
naturesbasket.co.in,Health & Wellness,Conscious Food Organic Amaranth / Rajgira Flour 500G Bag,1,Pc/Box,Saturday,25 Nov 2023,185.0,185.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Premium Dry Fruit Box,1,Pc/Box,Saturday,25 Nov 2023,999.0,999.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Sweet Moments Gift Box,1,Pc/Box,Saturday,25 Nov 2023,999.0,999.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Chocodate,1,Pc/Box,Saturday,25 Nov 2023,99.0,99.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Divine Delight,1,Pc/Box,Saturday,25 Nov 2023,699.0,699.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Occasions Gift Box,1,Pc/Box,Saturday,25 Nov 2023,299.0,299.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Chocodate Large,1,Pc/Box,Saturday,25 Nov 2023,199.0,199.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Divine Home Hamper,1,Pc/Box,Saturday,25 Nov 2023,1499.0,1499.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Indi Savouries,1,Pc/Box,Saturday,25 Nov 2023,999.0,999.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Imperial Gift Box,1,Pc/Box,Saturday,25 Nov 2023,1149.0,1149.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Trunky Surprise - Mint Green,1,Pc/Box,Saturday,25 Nov 2023,1700.0,1700.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Choti Diwali Festive Box,1,Pc/Box,Saturday,25 Nov 2023,799.0,799.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Incense Ambrosia,1,Pc/Box,Saturday,25 Nov 2023,1299.0,1299.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Midnight Lotus Gift Box,1,Pc/Box,Saturday,25 Nov 2023,799.0,799.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Sabse Choti Diwali Festive Box,1,Pc/Box,Saturday,25 Nov 2023,549.0,549.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Organic Rangoli With Stencil Large,1,Pc/Box,Saturday,25 Nov 2023,249.0,249.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Guilt Free Indulgence,1,Pc/Box,Saturday,25 Nov 2023,1849.0,1849.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Food Lovers Box,1,Pc/Box,Saturday,25 Nov 2023,3899.0,3899.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Organic Rangoli With Stencil Small,1,Pc/Box,Saturday,25 Nov 2023,149.0,149.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Guilt Free Gift Bag,1,Pc/Box,Saturday,25 Nov 2023,1099.0,1099.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Dhoop - Set Of 2,1,Pc/Box,Saturday,25 Nov 2023,299.0,299.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,12 Am Stash,1,Pc/Box,Saturday,25 Nov 2023,999.0,999.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Sweet Delight,1,Pc/Box,Saturday,25 Nov 2023,1049.0,1049.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Spill The Beans,1,Pc/Box,Saturday,25 Nov 2023,2199.0,2199.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,The Luxury Superfood Hamper,1,Pc/Box,Saturday,25 Nov 2023,6599.0,6599.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Coffee & Cookie Bag,1,Pc/Box,Saturday,25 Nov 2023,949.0,949.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Party Buddy,1,Pc/Box,Saturday,25 Nov 2023,1099.0,1099.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Stash Bag,1,Pc/Box,Saturday,25 Nov 2023,799.0,799.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Nutty Bag,1,Pc/Box,Saturday,25 Nov 2023,1049.0,1049.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Bag Of Treats,1,Pc/Box,Saturday,25 Nov 2023,1149.0,1149.0,0.0
naturesbasket.co.in,Best Premium Gift Baskets and Hampers Online,Be Infused,1,Pc/Box,Saturday,25 Nov 2023,2649.0,2649.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Natures American Almonds 1Kg,1,Pc/Box,Saturday,25 Nov 2023,1299.0,1299.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Ha Bn Chilean Walnuts,250,gm,Saturday,25 Nov 2023,625.0,625.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Ha Bn Mamra Almonds,250,gm,Saturday,25 Nov 2023,1200.0,1200.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Healthy Alternatives Walnut Kernel 250G Pouch,1,Pc/Box,Saturday,25 Nov 2023,768.0,768.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Arla Whipping Cream 200Ml,1,Pc/Box,Saturday,25 Nov 2023,475.0,475.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Sprig Nat Bourbon Vanilla Extrct 100Ml,1,Pc/Box,Saturday,25 Nov 2023,899.0,899.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Natures Cashew Whole 240 500G,1,Pc/Box,Saturday,25 Nov 2023,999.0,999.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Amul Fresh Cream Milk 250Ml Tetra Pack,1,Pc/Box,Saturday,25 Nov 2023,68.0,68.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Puck Whipping Cream 250G Can,1,Pc/Box,Saturday,25 Nov 2023,1099.0,1099.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Natures Pistachio Irani 500G,1,Pc/Box,Saturday,25 Nov 2023,1219.0,1219.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Natures American Almond 500G,1,Pc/Box,Saturday,25 Nov 2023,649.0,649.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Healthy Alternatives Almond Mamra 250G Pouch,1,Pc/Box,Saturday,25 Nov 2023,1189.0,1189.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Amul Fresh Cream 1L Tetra Pack,1,Pc/Box,Saturday,25 Nov 2023,220.0,220.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Ha Bn American Almonds Premium,250,gm,Saturday,25 Nov 2023,400.0,400.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Natures Pista Irani 250G,1,Pc/Box,Saturday,25 Nov 2023,649.0,649.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Natures Cashew Whole 210 250G,1,Pc/Box,Saturday,25 Nov 2023,529.0,529.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Natures Almond American 250G,1,Pc/Box,Saturday,25 Nov 2023,649.0,649.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Natures Almond American 250G,1,Pc/Box,Saturday,25 Nov 2023,349.0,349.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Healthy Alternatives Pinenuts 100G,1,Pc/Box,Saturday,25 Nov 2023,1119.0,1119.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Ha Bn Cashew240,250,gm,Saturday,25 Nov 2023,500.0,500.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Ha Bn Pista Aaa Without Shell,250,gm,Saturday,25 Nov 2023,1125.0,1125.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Ha Bn Pistas Kernel,250,gm,Saturday,25 Nov 2023,950.0,950.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Lunedemiel Maple Syrup 250G Bottle,1,Pc/Box,Saturday,25 Nov 2023,895.0,895.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Ha Bn American Almonds,250,gm,Saturday,25 Nov 2023,337.5,337.5,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Ha Bn Cashew320,250,gm,Saturday,25 Nov 2023,412.5,412.5,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Nourish Organics Omega Seed Mix 150G Pouch,1,Pc/Box,Saturday,25 Nov 2023,250.0,250.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Natures Kismis - Raisin Black 200G,1,Pc/Box,Saturday,25 Nov 2023,229.0,229.0,0.0
naturesbasket.co.in,Baking Ingredients & Tools,Healthy Alternatives Walnut Whole 500G Pouch,1,Pc/Box,Saturday,25 Nov 2023,639.0,639.0,0.0
naturesbasket.co.in,Kitchen Aids & Accessories,TEA CULTURE OUR BEST FOUR,1,Pc/Box,Saturday,25 Nov 2023,1500.0,1500.0,0.0
naturesbasket.co.in,Kitchen Aids & Accessories,Tea Culture Mesh Ball,1,Pc/Box,Saturday,25 Nov 2023,350.0,350.0,0.0
naturesbasket.co.in,Kitchen Aids & Accessories,Tea Culture Kamjove Glass Art Tea Cup,1,Pc/Box,Saturday,25 Nov 2023,1500.0,1500.0,0.0
naturesbasket.co.in,Kitchen Aids & Accessories,TEA CULTURE THE MELANGE BOX,1,Pc/Box,Saturday,25 Nov 2023,1600.0,1600.0,0.0
naturesbasket.co.in,Kitchen Aids & Accessories,TEA CULTURE KEEP SAKE,1,Pc/Box,Saturday,25 Nov 2023,1600.0,1600.0,0.0
